pair_id,match_mode,r1_session,r2_session,r1_date,r2_date,r1_n_before,r2_n_before,n_retained_each,r1_retain_fraction,r2_retain_fraction,direction_r1,direction_r2,within_tolerance,requested_tolerance,minimum_trials,r1_neural_mean_before,r2_neural_mean_before,neural_gap_before,r1_neural_mean_after,r2_neural_mean_after,neural_gap_after,neural_wasserstein_before,neural_wasserstein_after,r1_position_mean_before,r2_position_mean_before,position_gap_before,r1_position_mean_after,r2_position_mean_after,position_gap_after,position_wasserstein_before,position_wasserstein_after
4,position,TSAL20250801_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250801,20250828,91,90,40,0.43956043956043955,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.4763180550971735,0.8688595485308579,0.583627756476133,0.5132185124568192,0.8629688969175533,0.5082888886764833,0.39254149343368433,0.34975038446073425,3.921318354201196,3.269424634620207,0.18131470436209746,4.954446553486574,4.954441320059847,1.0563096067761508e-06,0.6518937195809886,0.5746163500600509
4,joint,TSAL20250801_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250801,20250828,91,90,40,0.43956043956043955,0.4444444444444444,joint,joint,False,0.1,40,0.4763180550971735,0.8688595485308579,0.583627756476133,0.5585725195764973,0.7360721061998692,0.2742058833588093,0.39254149343368433,0.1776250922916042,3.921318354201196,3.269424634620207,0.18131470436209746,4.701607335941834,3.5961465900242264,0.2664481872518063,0.6518937195809886,1.5930802845823473
5,neural,TSAL20250801_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250801,20250829,91,95,40,0.43956043956043955,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.4763180550971735,0.8623892010399029,0.5767820323268612,0.5801268415626598,0.6122997163585372,0.05396202320747634,0.3860711459427295,0.03524061812712187,3.921318354201196,1.7066157425394428,0.7870392842533022,6.113462919020078,1.3042296530032362,1.296692527850351,2.2147026116617528,4.809233266016841
5,position,TSAL20250801_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250801,20250829,91,95,40,0.43956043956043955,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.4763180550971735,0.8623892010399029,0.5767820323268612,0.4596218420091642,0.9395860994240934,0.6860513626348991,0.3860711459427295,0.47996425741492926,3.921318354201196,1.7066157425394428,0.7870392842533022,2.5660019255945397,2.566060897242635,2.2981654796980037e-05,2.2147026116617528,1.103790985186914
5,joint,TSAL20250801_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250801,20250829,91,95,40,0.43956043956043955,0.42105263157894735,joint,joint,False,0.1,40,0.4763180550971735,0.8623892010399029,0.5767820323268612,0.5387836632695024,0.6337858538780259,0.16204103760028177,0.3860711459427295,0.09500219060852341,3.921318354201196,1.7066157425394428,0.7870392842533022,2.4287456303175103,2.067897815418599,0.1604965211289238,2.2147026116617528,0.8306686915548996
6,neural,TSAL20250801_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,20250801,20250830,91,79,40,0.43956043956043955,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.4763180550971735,0.7607158166146287,0.4598059406795496,0.5801268415626598,0.5947430319594136,0.02488137746342367,0.28439776151745527,0.01711475978227868,3.921318354201196,2.6436476124827157,0.3892391059458472,6.113462919020078,0.7777521746477718,1.5485544049481625,1.7508775123161844,5.335710744372307
6,position,TSAL20250801_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,20250801,20250830,91,79,40,0.43956043956043955,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.4763180550971735,0.7607158166146287,0.4598059406795496,0.481100746402961,0.7639934382213774,0.45441171489170346,0.28439776151745527,0.2828926918184163,3.921318354201196,2.6436476124827157,0.3892391059458472,3.591168475693647,3.5911719450187274,9.660709120795623e-07,1.7508775123161844,3.8798167453013668
6,joint,TSAL20250801_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,20250801,20250830,91,79,40,0.43956043956043955,0.5063291139240507,joint,joint,True,0.1,40,0.4763180550971735,0.7607158166146287,0.4598059406795496,0.5665215990781304,0.6211476347555247,0.09198863474987555,0.28439776151745527,0.0546260356773944,3.921318354201196,2.6436476124827157,0.3892391059458472,3.9487302184815047,3.601809082873677,0.09189307459019828,1.7508775123161844,3.005972459863071
7,neural,TSAL20250802_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250802,20250828,75,90,40,0.5333333333333333,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.8688595485308579,0.3536556273688869,0.6841505664326715,0.6841529169455268,3.435660120590239e-06,0.2612645628835591,0.04674327225595147,2.9486902685961236,3.269424634620207,0.10316128634360969,3.9993905115741475,2.6970419113781854,0.3889678915394119,0.5211028754687435,1.3023486001959617
7,position,TSAL20250802_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250802,20250828,75,90,40,0.5333333333333333,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.8688595485308579,0.3536556273688869,0.6403487396245163,0.8651569080052409,0.29864805719547954,0.2612645628835591,0.22523068591955067,2.9486902685961236,3.269424634620207,0.10316128634360969,4.396987081626443,4.39698688574071,4.454999144877836e-08,0.5211028754687435,0.8784487248159221
7,joint,TSAL20250802_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250802,20250828,75,90,40,0.5333333333333333,0.4444444444444444,joint,joint,True,0.1,40,0.6077533228298377,0.8688595485308579,0.3536556273688869,0.6676146486220526,0.685271243368758,0.026102119700166664,0.2612645628835591,0.04196335856616995,2.9486902685961236,3.269424634620207,0.10316128634360969,3.2863411078669067,3.2705978644083835,0.004802010061429685,0.5211028754687435,0.7792646612478222
8,neural,TSAL20250802_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250802,20250829,75,95,40,0.5333333333333333,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.8623892010399029,0.34640978554896457,0.6661518726264116,0.6661525048885152,9.491256115825583e-07,0.2546496301005978,0.026511458911468767,2.9486902685961236,1.7066157425394428,0.5336167045026121,4.043740653283886,1.4150671564258737,0.96309435631066,1.2420745260566806,2.6286734968580125
8,position,TSAL20250802_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250802,20250829,75,95,40,0.5333333333333333,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.8623892010399029,0.34640978554896457,0.6064473563822371,0.9306719622465225,0.42186003641346614,0.2546496301005978,0.32422460586428553,2.9486902685961236,1.7066157425394428,0.5336167045026121,2.8039493082569327,2.804060527398544,3.9664388926128375e-05,1.2420745260566806,0.6625726041731906
8,joint,TSAL20250802_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250802,20250829,75,95,40,0.5333333333333333,0.42105263157894735,joint,joint,True,0.1,40,0.6077533228298377,0.8623892010399029,0.34640978554896457,0.6689454094829657,0.6833063400962354,0.02124002519166804,0.2546496301005978,0.038133864330619945,2.9486902685961236,1.7066157425394428,0.5336167045026121,2.3912684112713793,2.3862707011214948,0.002092169224494928,1.2420745260566806,0.6030160350673931
9,neural,TSAL20250802_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250802,20250830,75,79,40,0.5333333333333333,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.7607158166146287,0.22355271211579752,0.6479996177946754,0.6480072503215656,1.177852845991742e-05,0.1529875071930134,0.00874902616164085,2.9486902685961236,2.6436476124827157,0.10909307076937953,4.056509010190378,2.1144193876120565,0.6294319095551101,1.5901270492652153,1.9653081702491209
9,position,TSAL20250802_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250802,20250830,75,79,40,0.5333333333333333,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6077533228298377,0.7607158166146287,0.22355271211579752,0.6276793645237039,0.7763625206559251,0.211793049340831,0.1529875071930134,0.14921793066866842,2.9486902685961236,2.6436476124827157,0.10909307076937953,4.12709157980887,4.125587293232643,0.00036455715758947543,1.5901270492652153,2.6311387537037465
9,joint,TSAL20250802_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250802,20250830,75,79,40,0.5333333333333333,0.5063291139240507,joint,joint,True,0.1,40,0.6077533228298377,0.7607158166146287,0.22355271211579752,0.6642156501939164,0.6640995512344702,0.00017480634012371848,0.1529875071930134,0.016117761407815998,2.9486902685961236,2.6436476124827157,0.10909307076937953,4.041542727151714,4.041294748170532,6.135938819466464e-05,1.5901270492652153,2.28565599964017
10,neural,TSAL20250803_1400_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250803,20250828,75,90,40,0.5333333333333333,0.4444444444444444,adaptive,adaptive,False,0.1,40,0.5198903125972558,0.8688595485308579,0.5025660065954949,0.599155546163683,0.6786289350743886,0.12439247788281502,0.348969235933602,0.08350558560656209,4.382162315633916,3.269424634620207,0.2908514764971083,5.919486134394653,2.6718999739127667,0.7560098264799531,1.1127376810137082,3.247586160481887
10,position,TSAL20250803_1400_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250803,20250828,75,90,40,0.5333333333333333,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.5198903125972558,0.8688595485308579,0.5025660065954949,0.5368066420216766,0.8912122467541574,0.49635982761585773,0.348969235933602,0.35440560473248084,4.382162315633916,3.269424634620207,0.2908514764971083,4.8806443375499455,4.88064056951535,7.720365979125115e-07,1.1127376810137082,0.48842006974577473
10,joint,TSAL20250803_1400_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250803,20250828,75,90,40,0.5333333333333333,0.4444444444444444,joint,joint,False,0.1,40,0.5198903125972558,0.8688595485308579,0.5025660065954949,0.5915129242803312,0.7198110957478726,0.1956772994439345,0.348969235933602,0.12924594765828595,4.382162315633916,3.269424634620207,0.2908514764971083,4.599614698399572,3.7825575900155237,0.1949511606945358,1.1127376810137082,0.9162334103212194
11,neural,TSAL20250803_1400_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250803,20250829,75,95,40,0.5333333333333333,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.5198903125972558,0.8623892010399029,0.4955566295581392,0.599155546163683,0.6122997163585372,0.02169980287590365,0.34249888844264703,0.02826160552338789,4.382162315633916,1.7066157425394428,0.878845163194252,5.919486134394653,1.3042296530032362,1.2778067734732719,2.6755465730944725,4.615256481391416
11,position,TSAL20250803_1400_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250803,20250829,75,95,40,0.5333333333333333,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.5198903125972558,0.8623892010399029,0.4955566295581392,0.5057855498891529,0.8995993586551564,0.560435516806444,0.34249888844264703,0.3938138087660034,4.382162315633916,1.7066157425394428,0.878845163194252,2.9329676422084963,2.9328932152620464,2.5376308186748703e-05,2.6755465730944725,0.9863435146982501
11,joint,TSAL20250803_1400_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250803,20250829,75,95,40,0.5333333333333333,0.42105263157894735,joint,joint,False,0.1,40,0.5198903125972558,0.8623892010399029,0.4955566295581392,0.5668783578934732,0.6949575518653818,0.20300451585085316,0.34249888844264703,0.12808750262198534,4.382162315633916,1.7066157425394428,0.878845163194252,2.966184495001476,2.4196825066992447,0.20293928094758365,2.6755465730944725,1.1620390122656257
12,neural,TSAL20250803_1400_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250803,20250830,75,79,40,0.5333333333333333,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.5198903125972558,0.7607158166146287,0.3761117466548168,0.5960715954934457,0.5960719708388609,6.296983447188686e-07,0.24082550401737282,0.016454738972367326,4.382162315633916,2.6436476124827157,0.49489374774965866,5.8848121573706385,1.5480388783270114,1.1669205418527742,2.319210813652108,4.336773279043626
12,position,TSAL20250803_1400_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250803,20250830,75,79,40,0.5333333333333333,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.5198903125972558,0.7607158166146287,0.3761117466548168,0.5327306779228133,0.7719693820255951,0.36673364468495845,0.24082550401737282,0.23923870410278172,4.382162315633916,2.6436476124827157,0.49489374774965866,4.127922848612418,4.128073234861119,3.643079458365188e-05,2.319210813652108,3.9535702212806445
12,joint,TSAL20250803_1400_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250803,20250830,75,79,40,0.5333333333333333,0.5063291139240507,joint,joint,True,0.1,40,0.5198903125972558,0.7607158166146287,0.3761117466548168,0.5915611747285896,0.6335224447510249,0.06850351984995023,0.24082550401737282,0.04676820612645584,4.382162315633916,2.6436476124827157,0.49489374774965866,4.361746089759865,4.081031286334488,0.0664982128322414,2.319210813652108,3.3109530063223174
13,neural,TSAL20250804_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250804,20250828,70,90,40,0.5714285714285714,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.8688595485308579,0.4144851004676227,0.6486250745897452,0.6786289350743886,0.045211934213310094,0.29840097940702676,0.05025967329785545,3.80318484027354,3.269424634620207,0.15093727641772609,5.691335730539977,2.6718999739127667,0.722073576144603,1.5522978825612204,3.0194357566272116
13,position,TSAL20250804_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250804,20250828,70,90,40,0.5714285714285714,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.8688595485308579,0.4144851004676227,0.5650351627974571,0.8818778343473578,0.4379567702759246,0.29840097940702676,0.3169138225258076,3.80318484027354,3.269424634620207,0.15093727641772609,5.398280874233263,5.398217668404936,1.1708579050517713e-05,1.5522978825612204,3.4976271871064384
13,joint,TSAL20250804_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250804,20250828,70,90,40,0.5714285714285714,0.4444444444444444,joint,joint,False,0.1,40,0.5705521891726922,0.8688595485308579,0.4144851004676227,0.6164060806989158,0.7358856739994974,0.1767068280723606,0.29840097940702676,0.12119280083304843,3.80318484027354,3.269424634620207,0.15093727641772609,4.353274072271566,3.646810176735948,0.17661411393842805,1.5522978825612204,3.101141146780754
14,neural,TSAL20250804_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250804,20250829,70,95,40,0.5714285714285714,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.8623892010399029,0.4073258178743974,0.6370893658143165,0.6370880085829448,2.13036489111532e-06,0.291846946735537,0.0217902424572811,3.80318484027354,1.7066157425394428,0.7610326603376673,5.547690677067235,1.3741947399487933,1.2058841444727655,2.096569097734097,4.173495937118443
14,position,TSAL20250804_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250804,20250829,70,95,40,0.5714285714285714,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.8623892010399029,0.4073258178743974,0.5835459021140006,0.9345146649732914,0.46239098817077606,0.291846946735537,0.35102768634066883,3.80318484027354,1.7066157425394428,0.7610326603376673,2.8110149422962714,2.8110512995894315,1.29337832732115e-05,2.096569097734097,0.4183732665893585
14,joint,TSAL20250804_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250804,20250829,70,95,40,0.5714285714285714,0.42105263157894735,joint,joint,True,0.1,40,0.5705521891726922,0.8623892010399029,0.4073258178743974,0.6440157535135413,0.7057986578513898,0.0915428133196084,0.291846946735537,0.06733498576576565,3.80318484027354,1.7066157425394428,0.7610326603376673,2.651071168659906,2.4287578328695654,0.08752788163672633,2.096569097734097,0.5902313191442101
15,neural,TSAL20250804_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250804,20250830,70,79,40,0.5714285714285714,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.7607158166146287,0.2856879705893216,0.6298477393579455,0.6298454373419498,3.6548836467386205e-06,0.19018681451307556,0.01707919256835986,3.80318484027354,2.6436476124827157,0.3597230845653759,3.076358265728573,1.5814704917367497,0.6418818088131281,1.756041745639633,1.9430234537363806
15,position,TSAL20250804_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250804,20250830,70,79,40,0.5714285714285714,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.5705521891726922,0.7607158166146287,0.2856879705893216,0.5932446637000194,0.737101265982548,0.21626946656927662,0.19018681451307556,0.14385660228252853,3.80318484027354,2.6436476124827157,0.3597230845653759,3.3497936506261174,3.3497823867139407,3.3625746208365366e-06,1.756041745639633,2.6869121386355554
15,joint,TSAL20250804_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250804,20250830,70,79,40,0.5714285714285714,0.5063291139240507,joint,joint,True,0.1,40,0.5705521891726922,0.7607158166146287,0.2856879705893216,0.6337011310073551,0.6336364616589578,0.00010205544090469583,0.19018681451307556,0.009723245966170324,3.80318484027354,2.6436476124827157,0.3597230845653759,2.5936922824732935,2.5940058764346885,0.00012089907769845133,1.756041745639633,1.5036989451462686
16,neural,TSAL20250805_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250805,20250828,78,90,40,0.5128205128205128,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.8688595485308579,0.31791295487758764,0.736136418344083,0.7361364673403983,6.655874152634068e-08,0.23839523740606705,0.021856893079494996,3.3573390704221153,3.269424634620207,0.02653314339094785,4.299151216262797,2.6463070873383434,0.475949622523102,0.32223888989035365,1.658874661735477
16,position,TSAL20250805_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250805,20250828,78,90,40,0.5128205128205128,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.8688595485308579,0.31791295487758764,0.6599425858497197,0.8780721397584491,0.28365080031659085,0.23839523740606705,0.21814770199575756,3.3573390704221153,3.269424634620207,0.02653314339094785,4.948950193276679,4.948694405054698,5.1686685542185966e-05,0.32223888989035365,0.6474222071693061
16,joint,TSAL20250805_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250805,20250828,78,90,40,0.5128205128205128,0.4444444444444444,joint,joint,True,0.1,40,0.6305229829874469,0.8688595485308579,0.31791295487758764,0.7318454222985965,0.7319058611991028,8.258083348956756e-05,0.23839523740606705,0.026137053967544933,3.3573390704221153,3.269424634620207,0.02653314339094785,3.456176993807138,3.4574480530914316,0.0003676969102811526,0.32223888989035365,0.6033702555277569
17,neural,TSAL20250805_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250805,20250829,78,95,40,0.5128205128205128,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.8623892010399029,0.3106227151646158,0.7337684436671593,0.7337658740872393,3.501900962692542e-06,0.231873109959431,0.022272964921719186,3.3573390704221153,1.7066157425394428,0.6519502597683244,4.04038315982948,1.3830557377392638,0.9799418679839689,1.650724072560127,2.6573274220902148
17,position,TSAL20250805_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250805,20250829,78,95,40,0.5128205128205128,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.8623892010399029,0.3106227151646158,0.6367647955400397,0.9207834039622314,0.3646996073867279,0.231873109959431,0.2840270354948135,3.3573390704221153,1.7066157425394428,0.6519502597683244,2.708598628583866,2.70850610142901,3.416110984288554e-05,1.650724072560127,0.6588911177143426
17,joint,TSAL20250805_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250805,20250829,78,95,40,0.5128205128205128,0.42105263157894735,joint,joint,True,0.1,40,0.6305229829874469,0.8623892010399029,0.3106227151646158,0.7264761176630463,0.7267300985168,0.00034954550968186766,0.231873109959431,0.015303180393075697,3.3573390704221153,1.7066157425394428,0.6519502597683244,2.533413204627242,2.532232633084103,0.0004661089941781641,1.650724072560127,0.8013346240951527
18,neural,TSAL20250805_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250805,20250830,78,79,40,0.5128205128205128,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.7607158166146287,0.1871610160159705,0.6997027650308436,0.699702565880617,2.846212205197945e-07,0.1302145105064805,0.03842154508500313,3.3573390704221153,2.6436476124827157,0.23785803756989207,4.2609456425817696,2.0293091236537295,0.7095536196425308,2.0392936744378893,2.4394259993891896
18,position,TSAL20250805_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250805,20250830,78,79,40,0.5128205128205128,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6305229829874469,0.7607158166146287,0.1871610160159705,0.6266665267922423,0.7664335152716737,0.20065606813472311,0.1302145105064805,0.13976698847943153,3.3573390704221153,2.6436476124827157,0.23785803756989207,4.178144069977463,4.178457416971161,7.499388218700906e-05,2.0392936744378893,3.759940176843613
18,joint,TSAL20250805_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250805,20250830,78,79,40,0.5128205128205128,0.5063291139240507,joint,joint,True,0.1,40,0.6305229829874469,0.7607158166146287,0.1871610160159705,0.694360320409879,0.69454948520375,0.00027239320092122785,0.1302145105064805,0.023295983170157814,3.3573390704221153,2.6436476124827157,0.23785803756989207,3.9393368555251485,3.939826818462985,0.00012436927524531053,2.0392936744378893,2.5515338647053443
19,neural,TSAL20250806_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250806,20250828,100,90,40,0.4,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.583121467462783,0.8688595485308579,0.39358376992626776,0.6864127398609406,0.6864107232602233,2.937887895240358e-06,0.28573808106807486,0.0239407682996485,3.105854038146291,3.269424634620207,0.05131402245133104,3.440982008397913,2.510690497911605,0.3126151546477339,0.6205990452066605,0.9458789331409646
19,position,TSAL20250806_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250806,20250828,100,90,40,0.4,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.583121467462783,0.8688595485308579,0.39358376992626776,0.5706153558236123,0.8199089728575945,0.35856059745522867,0.28573808106807486,0.24984978093967414,3.105854038146291,3.269424634620207,0.05131402245133104,3.885550386458066,3.886066359659108,0.00013278400567032797,0.6205990452066605,1.1675750675075038
19,joint,TSAL20250806_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250806,20250828,100,90,40,0.4,0.4444444444444444,joint,joint,True,0.1,40,0.583121467462783,0.8688595485308579,0.39358376992626776,0.6928783840664522,0.6927793782483324,0.00014290082416085583,0.28573808106807486,0.027502120393181978,3.105854038146291,3.269424634620207,0.05131402245133104,3.214065037706318,3.21308729864223,0.00030425264967141473,0.6205990452066605,0.6369538263288586
20,neural,TSAL20250806_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250806,20250829,100,95,40,0.4,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.583121467462783,0.8623892010399029,0.3863931822328172,0.679890078348703,0.6798890715907489,1.4807668644703196e-06,0.27926773357711987,0.0059887475790362564,3.105854038146291,1.7066157425394428,0.5815052808113298,3.551172934949158,1.405486043110531,0.8657795104873516,1.4493436788938967,2.1456868918386274
