condition,day_index,r2_date,time_bin,time_end_ms,gap_mean
Forget dropout-clean fixed39,3,20260628,25,780,0.1323828392383559
Forget dropout-clean fixed39,3,20260628,26,810,0.1341136114139318
Forget dropout-clean fixed39,3,20260628,27,840,0.1354532145481782
Forget dropout-clean fixed39,3,20260628,28,870,0.135594573802899
Forget dropout-clean fixed39,3,20260628,29,900,0.1360060739075586
Forget dropout-clean fixed39,3,20260628,30,930,0.1373922687308481
Forget dropout-clean fixed39,3,20260628,31,960,0.1396502725434953
Forget dropout-clean fixed39,3,20260628,32,990,0.1412931031386454
Forget dropout-clean fixed39,3,20260628,33,1020,0.1424886083518063
Forget dropout-clean fixed39,3,20260628,34,1050,0.1433849776891539
Forget dropout-clean fixed39,3,20260628,35,1080,0.1444324852811553
Forget dropout-clean fixed39,3,20260628,36,1110,0.1453761386642859
Forget dropout-clean fixed39,3,20260628,37,1140,0.1460719703796508
Forget dropout-clean fixed39,3,20260628,38,1170,0.1466324268643101
Forget dropout-clean fixed39,3,20260628,39,1200,0.1471177742326138
Forget dropout-clean fixed39,3,20260628,40,1230,0.147741450195725
Forget dropout-clean fixed39,3,20260628,41,1260,0.1477986996929851
Forget dropout-clean fixed39,3,20260628,42,1290,0.1478250575560113
Forget dropout-clean fixed39,3,20260628,43,1320,0.1478377709580467
Forget dropout-clean fixed39,3,20260628,44,1350,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,45,1380,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,46,1410,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,47,1440,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,48,1470,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,49,1500,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,50,1530,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,51,1560,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,52,1590,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,53,1620,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,54,1650,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,55,1680,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,56,1710,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,57,1740,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,58,1770,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,59,1800,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,60,1830,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,61,1860,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,62,1890,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,63,1920,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,64,1950,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,65,1980,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,66,2010,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,67,2040,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,68,2070,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,69,2100,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,70,2130,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,71,2160,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,72,2190,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,73,2220,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,74,2250,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,75,2280,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,76,2310,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,77,2340,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,78,2370,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,79,2400,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,80,2430,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,81,2460,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,82,2490,0.1478385960533596
Forget dropout-clean fixed39,3,20260628,83,2520,0.1478385960533596
Forget random fixed40,1,20260626,3,120,-0.125420496563427
Forget random fixed40,1,20260626,4,150,-0.1417289730113035
Forget random fixed40,1,20260626,5,180,-0.1255951793418505
Forget random fixed40,1,20260626,6,210,-0.0929109993677523
Forget random fixed40,1,20260626,7,240,-0.0624157879832839
Forget random fixed40,1,20260626,8,270,-0.0677406384043704
Forget random fixed40,1,20260626,9,300,-0.0562450330953393
Forget random fixed40,1,20260626,10,330,-0.0480882827687026
Forget random fixed40,1,20260626,11,360,-0.0370528193715011
Forget random fixed40,1,20260626,12,390,-0.0239339289049415
Forget random fixed40,1,20260626,13,420,-0.0183880131079356
Forget random fixed40,1,20260626,14,450,-0.0157020073939257
Forget random fixed40,1,20260626,15,480,-0.0149150361887742
Forget random fixed40,1,20260626,16,510,-0.0130140094252698
Forget random fixed40,1,20260626,17,540,-0.0109010752240551
Forget random fixed40,1,20260626,18,570,-0.0069357284303225
Forget random fixed40,1,20260626,19,600,-0.0039118943384653
Forget random fixed40,1,20260626,20,630,-0.0014679792697137
Forget random fixed40,1,20260626,21,660,0.0006057839389782
Forget random fixed40,1,20260626,22,690,0.0023055014066716
Forget random fixed40,1,20260626,23,720,0.0062720857530116
Forget random fixed40,1,20260626,24,750,0.0109092539025871
Forget random fixed40,1,20260626,25,780,0.0137350751659924
Forget random fixed40,1,20260626,26,810,0.0151157123220949
Forget random fixed40,1,20260626,27,840,0.0170849359414377
Forget random fixed40,1,20260626,28,870,0.0188558668231204
Forget random fixed40,1,20260626,29,900,0.0202742487026149
Forget random fixed40,1,20260626,30,930,0.0221636070717642
Forget random fixed40,1,20260626,31,960,0.0243746712725444
Forget random fixed40,1,20260626,32,990,0.0262879782788953
Forget random fixed40,1,20260626,33,1020,0.0278949203454387
Forget random fixed40,1,20260626,34,1050,0.0293421002655127
Forget random fixed40,1,20260626,35,1080,0.0303368133273801
Forget random fixed40,1,20260626,36,1110,0.030614435037205
Forget random fixed40,1,20260626,37,1140,0.0302493840980409
Forget random fixed40,1,20260626,38,1170,0.0296043625796085
Forget random fixed40,1,20260626,39,1200,0.0293627487562605
Forget random fixed40,1,20260626,40,1230,0.0288104237313622
Forget random fixed40,1,20260626,41,1260,0.0284715056299714
Forget random fixed40,1,20260626,42,1290,0.0282015787029467
Forget random fixed40,1,20260626,43,1320,0.0279400856423445
Forget random fixed40,1,20260626,44,1350,0.0277466136935483
Forget random fixed40,1,20260626,45,1380,0.0276249751578635
Forget random fixed40,1,20260626,46,1410,0.0275743274931799
Forget random fixed40,1,20260626,47,1440,0.0275420022645022
Forget random fixed40,1,20260626,48,1470,0.0275361210590296
Forget random fixed40,1,20260626,49,1500,0.0275242176794533
Forget random fixed40,1,20260626,50,1530,0.0275420397668075
Forget random fixed40,1,20260626,51,1560,0.0276085794170501
Forget random fixed40,1,20260626,52,1590,0.0276904799791228
Forget random fixed40,1,20260626,53,1620,0.0277121252998514
Forget random fixed40,1,20260626,54,1650,0.0276809165017702
Forget random fixed40,1,20260626,55,1680,0.0276316490010918
Forget random fixed40,1,20260626,56,1710,0.0275761781217336
Forget random fixed40,1,20260626,57,1740,0.027525199118347
Forget random fixed40,1,20260626,58,1770,0.0275203496047577
Forget random fixed40,1,20260626,59,1800,0.0275632646986294
Forget random fixed40,1,20260626,60,1830,0.0276271287565796
Forget random fixed40,1,20260626,61,1860,0.0276625196134645
Forget random fixed40,1,20260626,62,1890,0.0276677774049826
Forget random fixed40,1,20260626,63,1920,0.0276599429513625
Forget random fixed40,1,20260626,64,1950,0.0276718785305058
Forget random fixed40,1,20260626,65,1980,0.0277292881915727
Forget random fixed40,1,20260626,66,2010,0.0278041736573938
Forget random fixed40,1,20260626,67,2040,0.027877043608288
Forget random fixed40,1,20260626,68,2070,0.0279132642573704
Forget random fixed40,1,20260626,69,2100,0.0278970524372989
Forget random fixed40,1,20260626,70,2130,0.0278650511710133
Forget random fixed40,1,20260626,71,2160,0.0278275699377392
Forget random fixed40,1,20260626,72,2190,0.0277952341620014
Forget random fixed40,1,20260626,73,2220,0.0277677467257802
Forget random fixed40,1,20260626,74,2250,0.0277469011076691
Forget random fixed40,1,20260626,75,2280,0.0277228759453522
Forget random fixed40,1,20260626,76,2310,0.0277019974489259
Forget random fixed40,1,20260626,77,2340,0.0276810705171373
Forget random fixed40,1,20260626,78,2370,0.0276618940612703
Forget random fixed40,1,20260626,79,2400,0.0276547079997478
Forget random fixed40,1,20260626,80,2430,0.0276580305479387
Forget random fixed40,1,20260626,81,2460,0.027662820695768
Forget random fixed40,1,20260626,82,2490,0.0276614662449087
Forget random fixed40,1,20260626,83,2520,0.0276589349393825
Forget random fixed40,2,20260627,3,120,0.0194870499667617
Forget random fixed40,2,20260627,4,150,0.0445047365306381
Forget random fixed40,2,20260627,5,180,0.0518905683620836
Forget random fixed40,2,20260627,6,210,0.0726726884970866
Forget random fixed40,2,20260627,7,240,0.0579365915215258
Forget random fixed40,2,20260627,8,270,0.0451190672752661
Forget random fixed40,2,20260627,9,300,0.047120181031694
Forget random fixed40,2,20260627,10,330,0.0422165302478896
Forget random fixed40,2,20260627,11,360,0.0312464269039787
Forget random fixed40,2,20260627,12,390,0.0216845857003283
Forget random fixed40,2,20260627,13,420,0.0083303408627533
Forget random fixed40,2,20260627,14,450,-0.0032799946237557
Forget random fixed40,2,20260627,15,480,-0.0099772762223558
Forget random fixed40,2,20260627,16,510,-0.0104453477405263
Forget random fixed40,2,20260627,17,540,-0.0098136877531497
Forget random fixed40,2,20260627,18,570,-0.0055298667110794
Forget random fixed40,2,20260627,19,600,-0.0035428726383724
Forget random fixed40,2,20260627,20,630,-0.0047501108129833
Forget random fixed40,2,20260627,21,660,-0.0084142912470431
Forget random fixed40,2,20260627,22,690,-0.0106437140622586
Forget random fixed40,2,20260627,23,720,-0.0109595496121476
Forget random fixed40,2,20260627,24,750,-0.0097985057718817
Forget random fixed40,2,20260627,25,780,-0.0088994978703108
Forget random fixed40,2,20260627,26,810,-0.0075450628098754
Forget random fixed40,2,20260627,27,840,-0.0059144154268602
Forget random fixed40,2,20260627,28,870,-0.0056936353063701
Forget random fixed40,2,20260627,29,900,-0.0058784617640205
Forget random fixed40,2,20260627,30,930,-0.0058797510595965
Forget random fixed40,2,20260627,31,960,-0.0056508611166421
Forget random fixed40,2,20260627,32,990,-0.0056728083071887
Forget random fixed40,2,20260627,33,1020,-0.0062986809262052
Forget random fixed40,2,20260627,34,1050,-0.007402493771873
Forget random fixed40,2,20260627,35,1080,-0.0084745940422008
Forget random fixed40,2,20260627,36,1110,-0.0094579523845044
Forget random fixed40,2,20260627,37,1140,-0.0107771099321748
Forget random fixed40,2,20260627,38,1170,-0.0120075589258691
Forget random fixed40,2,20260627,39,1200,-0.0129479659796789
Forget random fixed40,2,20260627,40,1230,-0.0134850196616355
Forget random fixed40,2,20260627,41,1260,-0.0135700271958315
Forget random fixed40,2,20260627,42,1290,-0.0136014556972466
Forget random fixed40,2,20260627,43,1320,-0.0136280871810136
Forget random fixed40,2,20260627,44,1350,-0.0136851631905371
Forget random fixed40,2,20260627,45,1380,-0.0137805612644841
Forget random fixed40,2,20260627,46,1410,-0.0139116777661901
Forget random fixed40,2,20260627,47,1440,-0.0140596164894232
Forget random fixed40,2,20260627,48,1470,-0.014239881435588
Forget random fixed40,2,20260627,49,1500,-0.0144511783338716
Forget random fixed40,2,20260627,50,1530,-0.0146150432635424
Forget random fixed40,2,20260627,51,1560,-0.0146150432635424
Forget random fixed40,2,20260627,52,1590,-0.0146150432635424
Forget random fixed40,2,20260627,53,1620,-0.0146150432635424
Forget random fixed40,2,20260627,54,1650,-0.0146150432635424
Forget random fixed40,2,20260627,55,1680,-0.0146150432635424
Forget random fixed40,2,20260627,56,1710,-0.0146150432635424
Forget random fixed40,2,20260627,57,1740,-0.0146150432635424
Forget random fixed40,2,20260627,58,1770,-0.0146150432635424
Forget random fixed40,2,20260627,59,1800,-0.0146150432635424
Forget random fixed40,2,20260627,60,1830,-0.0146150432635424
Forget random fixed40,2,20260627,61,1860,-0.0146150432635424
Forget random fixed40,2,20260627,62,1890,-0.0146150432635424
Forget random fixed40,2,20260627,63,1920,-0.0146150432635424
Forget random fixed40,2,20260627,64,1950,-0.0146150432635424
Forget random fixed40,2,20260627,65,1980,-0.0146150432635424
Forget random fixed40,2,20260627,66,2010,-0.0146150432635424
Forget random fixed40,2,20260627,67,2040,-0.0146150432635424
Forget random fixed40,2,20260627,68,2070,-0.0146150432635424
Forget random fixed40,2,20260627,69,2100,-0.0146150432635424
Forget random fixed40,2,20260627,70,2130,-0.0146150432635424
Forget random fixed40,2,20260627,71,2160,-0.0146150432635424
Forget random fixed40,2,20260627,72,2190,-0.0146150432635424
Forget random fixed40,2,20260627,73,2220,-0.0146150432635424
Forget random fixed40,2,20260627,74,2250,-0.0146150432635424
Forget random fixed40,2,20260627,75,2280,-0.0146150432635424
Forget random fixed40,2,20260627,76,2310,-0.0146150432635424
Forget random fixed40,2,20260627,77,2340,-0.0146150432635424
Forget random fixed40,2,20260627,78,2370,-0.0146150432635424
Forget random fixed40,2,20260627,79,2400,-0.0146150432635424
Forget random fixed40,2,20260627,80,2430,-0.0146150432635424
Forget random fixed40,2,20260627,81,2460,-0.0146150432635424
Forget random fixed40,2,20260627,82,2490,-0.0146150432635424
Forget random fixed40,2,20260627,83,2520,-0.0146150432635424
Forget random fixed40,3,20260628,3,120,0.0299227895984476
Forget random fixed40,3,20260628,4,150,0.0717708612825468
Forget random fixed40,3,20260628,5,180,0.1042175521001539
Forget random fixed40,3,20260628,6,210,0.1567597714467572
Forget random fixed40,3,20260628,7,240,0.180207372300287
Forget random fixed40,3,20260628,8,270,0.181597186726055
Forget random fixed40,3,20260628,9,300,0.1967640976048081
Forget random fixed40,3,20260628,10,330,0.2069031420204605
Forget random fixed40,3,20260628,11,360,0.207898974832549
Forget random fixed40,3,20260628,12,390,0.2099667645937045
Forget random fixed40,3,20260628,13,420,0.2124228336562922
Forget random fixed40,3,20260628,14,450,0.2149071668289535
Forget random fixed40,3,20260628,15,480,0.2136185852214703
Forget random fixed40,3,20260628,16,510,0.2113241003430269
Forget random fixed40,3,20260628,17,540,0.2081288612869055
Forget random fixed40,3,20260628,18,570,0.2053006285326816
Forget random fixed40,3,20260628,19,600,0.2026341505411713
Forget random fixed40,3,20260628,20,630,0.2006532815636864
Forget random fixed40,3,20260628,21,660,0.2006526975296791
Forget random fixed40,3,20260628,22,690,0.2019703365064126
Forget random fixed40,3,20260628,23,720,0.204750418451619
Forget random fixed40,3,20260628,24,750,0.2078377624763908
Forget random fixed40,3,20260628,25,780,0.2105391751815318
Forget random fixed40,3,20260628,26,810,0.2126848012616291
Forget random fixed40,3,20260628,27,840,0.2150687950259492
Forget random fixed40,3,20260628,28,870,0.2162179383039977
Forget random fixed40,3,20260628,29,900,0.2168871832233668
Forget random fixed40,3,20260628,30,930,0.2183771463499542
Forget random fixed40,3,20260628,31,960,0.2206863370152749
Forget random fixed40,3,20260628,32,990,0.2223527289017034
Forget random fixed40,3,20260628,33,1020,0.2236588410591892
Forget random fixed40,3,20260628,34,1050,0.2248390672824266
Forget random fixed40,3,20260628,35,1080,0.2261047275231943
Forget random fixed40,3,20260628,36,1110,0.2271020090556992
Forget random fixed40,3,20260628,37,1140,0.2277049362776798
Forget random fixed40,3,20260628,38,1170,0.2280944279472476
Forget random fixed40,3,20260628,39,1200,0.2285463463065739
Forget random fixed40,3,20260628,40,1230,0.2289667623366357
Forget random fixed40,3,20260628,41,1260,0.2290072816434712
Forget random fixed40,3,20260628,42,1290,0.2290312485182935
Forget random fixed40,3,20260628,43,1320,0.2290565119280373
Forget random fixed40,3,20260628,44,1350,0.2290855029115063
Forget random fixed40,3,20260628,45,1380,0.2290855029115063
Forget random fixed40,3,20260628,46,1410,0.2290855029115063
Forget random fixed40,3,20260628,47,1440,0.2290855029115063
Forget random fixed40,3,20260628,48,1470,0.2290855029115063
Forget random fixed40,3,20260628,49,1500,0.2290855029115063
Forget random fixed40,3,20260628,50,1530,0.2290855029115063
Forget random fixed40,3,20260628,51,1560,0.2290855029115063
Forget random fixed40,3,20260628,52,1590,0.2290855029115063
Forget random fixed40,3,20260628,53,1620,0.2290855029115063
Forget random fixed40,3,20260628,54,1650,0.2290855029115063
Forget random fixed40,3,20260628,55,1680,0.2290855029115063
Forget random fixed40,3,20260628,56,1710,0.2290855029115063
Forget random fixed40,3,20260628,57,1740,0.2290855029115063
Forget random fixed40,3,20260628,58,1770,0.2290855029115063
Forget random fixed40,3,20260628,59,1800,0.2290855029115063
Forget random fixed40,3,20260628,60,1830,0.2290855029115063
Forget random fixed40,3,20260628,61,1860,0.2290855029115063
Forget random fixed40,3,20260628,62,1890,0.2290855029115063
Forget random fixed40,3,20260628,63,1920,0.2290855029115063
Forget random fixed40,3,20260628,64,1950,0.2290855029115063
Forget random fixed40,3,20260628,65,1980,0.2290855029115063
Forget random fixed40,3,20260628,66,2010,0.2290855029115063
Forget random fixed40,3,20260628,67,2040,0.2290855029115063
Forget random fixed40,3,20260628,68,2070,0.2290855029115063
Forget random fixed40,3,20260628,69,2100,0.2290855029115063
Forget random fixed40,3,20260628,70,2130,0.2290855029115063
Forget random fixed40,3,20260628,71,2160,0.2290855029115063
Forget random fixed40,3,20260628,72,2190,0.2290855029115063
Forget random fixed40,3,20260628,73,2220,0.2290855029115063
Forget random fixed40,3,20260628,74,2250,0.2290855029115063
Forget random fixed40,3,20260628,75,2280,0.2290855029115063
Forget random fixed40,3,20260628,76,2310,0.2290855029115063
Forget random fixed40,3,20260628,77,2340,0.2290855029115063
Forget random fixed40,3,20260628,78,2370,0.2290855029115063
Forget random fixed40,3,20260628,79,2400,0.2290855029115063
Forget random fixed40,3,20260628,80,2430,0.2290855029115063
Forget random fixed40,3,20260628,81,2460,0.2290855029115063
Forget random fixed40,3,20260628,82,2490,0.2290855029115063
Forget random fixed40,3,20260628,83,2520,0.2290855029115063
