r2_session,n_r1,r1_to_r2,r2_to_r1,gap,self_r2,t,df,p_one_sided_gt0,p_two_sided
TYTR20250304_0830_interferenceAndInterferenceFree001,11,0.2624116545252468,0.3832544086913693,0.12084275416612252,0.597653927083442,3.2786289253279253,10,0.0041540905870315085,0.008308181174063017
TYTR20250305_0830_interferenceAndInterferenceFree001,11,0.38447509382785783,0.32665635889894634,-0.05781873492891145,0.6296245212152647,-1.23031115449326,10,0.8766316607212411,0.2467366785575178
TYTR20250306_0830_interferenceAndInterferenceFree001,11,-0.007828252255478528,0.4846924352726729,0.4925206875281514,0.6223991864916928,23.67177850920933,10,2.0537552827280375e-10,4.107510565456075e-10
