analysis_mode,target_mode,repeat,seed,pair_id,direction,r1_session,r2_session,r1_date,r2_date,n_trials_each,random_corr
fixed31,relative_position,4,20260817,4,R1->R2,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260610,20260626,31,0.41159317349599744
fixed31,relative_position,4,20260817,4,R2->R1,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260610,20260626,31,0.35399474156308053
fixed31,relative_position,4,20260817,5,R1->R2,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260610,20260627,31,0.5460601032200941
fixed31,relative_position,4,20260817,5,R2->R1,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260610,20260627,31,0.5247039397319588
fixed31,relative_position,4,20260817,6,R1->R2,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260610,20260628,31,0.43037867949457653
fixed31,relative_position,4,20260817,6,R2->R1,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260610,20260628,31,0.6515026689168348
fixed31,relative_position,4,20260817,7,R1->R2,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260611,20260626,31,0.3290756540326659
fixed31,relative_position,4,20260817,7,R2->R1,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260611,20260626,31,0.39195477355293773
fixed31,relative_position,4,20260817,8,R1->R2,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260611,20260627,31,0.4060300293337685
fixed31,relative_position,4,20260817,8,R2->R1,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260611,20260627,31,0.49105265609986065
fixed31,relative_position,4,20260817,9,R1->R2,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260611,20260628,31,0.5047487072016091
fixed31,relative_position,4,20260817,9,R2->R1,TSAL20260611_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260611,20260628,31,0.6067749325583021
fixed31,relative_position,5,20260817,1,R1->R2,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260609,20260626,31,0.5249726785459969
fixed31,relative_position,5,20260817,1,R2->R1,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260609,20260626,31,0.5955700617932264
fixed31,relative_position,5,20260817,2,R1->R2,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260609,20260627,31,0.35659503488001215
fixed31,relative_position,5,20260817,2,R2->R1,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260627_0830_forgetAndForgetFree001,20260609,20260627,31,0.5693381855575042
fixed31,relative_position,5,20260817,3,R1->R2,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260609,20260628,31,0.4466128554468187
fixed31,relative_position,5,20260817,3,R2->R1,TSAL20260609_0830_forgetAndForgetFree001,TSAL20260628_0830_forgetAndForgetFree001,20260609,20260628,31,0.6039654889411341
fixed31,relative_position,5,20260817,4,R1->R2,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260610,20260626,31,0.3110891593052906
fixed31,relative_position,5,20260817,4,R2->R1,TSAL20260610_0830_forgetAndForgetFree001,TSAL20260626_0830_forgetAndForgetFree001,20260610,20260626,31,0.1425242882367865
