unit,n,mean_gap,gap_sd,ci95_low,ci95_high,t_statistic,p_one_sided_gt0,p_two_sided,cohen_dz,wilcoxon_p_one_sided_gt0,positive_fraction,wilcoxon_p_two_sided,crossed_boot_ci95_low,crossed_boot_ci95_high,crossed_boot_fraction_le0,crossed_boot_p_two_sided
pair_cells,9,0.00639985402541202,0.05589339100824284,-0.036563609573118425,0.04936331762394246,0.3435032609383928,0.3700364832784197,0.7400729665568394,0.11450108697946428,0.455078125,0.3333333333333333,0.91015625,-0.0416373362146835,0.070438352181338,0.41496,0.82992
r1_session_means,3,0.00639985402541202,0.011473346086849086,-0.022101517668892873,0.03490122571971691,0.9661411979669522,0.21795212689541277,0.43590425379082554,0.5578018807214074,0.25,0.6666666666666666,0.5,-0.0416373362146835,0.070438352181338,0.41496,0.82992
r2_session_means,3,0.0063998540254120205,0.06267808090152996,-0.14930113044221668,0.16210083849304072,0.17685404807547705,0.4379559133198595,0.875911826639719,0.1021067322636517,0.625,0.3333333333333333,1.0,-0.0416373362146835,0.070438352181338,0.41496,0.82992
