pair_id,target_mode,match_direction,decoder_direction,r1_session,r2_session,r1_date,r2_date,train_session,test_session,n_trials_r1,n_trials_r2,n_trials_train,n_trials_test,anchor_pair_mean,anchor_pair_sd,selected_pair_mean,selected_anchor_z,baseline_corr,matched_corr,delta_corr
1,relative_position,trim_r2_to_r1,R1->R2,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250731,20250828,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,43,54,43,54,0.5759955122674215,0.1745984551573519,0.7485182054458804,0.9881112236816628,0.2620183330244693,0.25340765777200214,-0.00861067525246717
1,relative_position,trim_r2_to_r1,R2->R1,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250731,20250828,TSAL20250828_0830_interferenceAndInterferenceFree001,TSAL20250731_0830_staticAndStaticFree,43,54,54,43,0.5759955122674215,0.1745984551573519,0.7485182054458804,0.9881112236816628,0.5311800143304759,0.5881276443334387,0.05694763000296277
1,relative_position,trim_r1_to_r2,R1->R2,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250731,20250828,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,29,90,29,90,0.8688595485308579,0.2292151985642734,0.6430073912842404,-0.9853280177810158,0.2620183330244693,0.1705444893629173,-0.091473843661552
1,relative_position,trim_r1_to_r2,R2->R1,TSAL20250731_0830_staticAndStaticFree,TSAL20250828_0830_interferenceAndInterferenceFree001,20250731,20250828,TSAL20250828_0830_interferenceAndInterferenceFree001,TSAL20250731_0830_staticAndStaticFree,29,90,90,29,0.8688595485308579,0.2292151985642734,0.6430073912842404,-0.9853280177810158,0.5311800143304759,0.5232938263970709,-0.007886187933405009
2,relative_position,trim_r2_to_r1,R1->R2,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250731,20250829,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,43,67,43,67,0.5759955122674215,0.1745984551573519,0.7503054629337076,0.998347611433298,0.1529209329133686,0.16763909153506829,0.014718158621699673
2,relative_position,trim_r2_to_r1,R2->R1,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250731,20250829,TSAL20250829_0830_interferenceAndInterferenceFree001,TSAL20250731_0830_staticAndStaticFree,43,67,67,43,0.5759955122674215,0.1745984551573519,0.7503054629337076,0.998347611433298,0.5183066830901308,0.43100842348604046,-0.08729825960409038
2,relative_position,trim_r1_to_r2,R1->R2,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250731,20250829,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,40,95,40,95,0.8623892010399029,0.2723742189970717,0.5906564465520266,-0.9976449147369472,0.1529209329133686,0.18375397191889392,0.03083303900552531
2,relative_position,trim_r1_to_r2,R2->R1,TSAL20250731_0830_staticAndStaticFree,TSAL20250829_0830_interferenceAndInterferenceFree001,20250731,20250829,TSAL20250829_0830_interferenceAndInterferenceFree001,TSAL20250731_0830_staticAndStaticFree,40,95,95,40,0.8623892010399029,0.2723742189970717,0.5906564465520266,-0.9976449147369472,0.5183066830901308,0.5653991289060971,0.04709244581596628
3,relative_position,trim_r2_to_r1,R1->R2,TSAL20250731_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,20250731,20250830,TSAL20250731_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,43,77,43,77,0.5759955122674215,0.1745984551573519,0.7460769185030802,0.9741289296195528,0.2719677504932341,0.10674848408589299,-0.16521926640734108
3,relative_position,trim_r2_to_r1,R2->R1,TSAL20250731_0830_staticAndStaticFree,TSAL20250830_0830_interferenceAndInterferenceFree001,20250731,20250830,TSAL20250830_0830_interferenceAndInterferenceFree001,TSAL20250731_0830_staticAndStaticFree,43,77,77,43,0.5759955122674215,0.1745984551573519,0.7460769185030802,0.9741289296195528,0.328566111424137,0.39519550717486085,0.06662939575072385
