target_mode,match_direction,n_cells,baseline_r1_to_r2_mean,baseline_r2_to_r1_mean,baseline_signed_gap,matched_r1_to_r2_mean,matched_r2_to_r1_mean,matched_signed_gap,gap_change,mean_absolute_cell_gap
relative_position,trim_r2_to_r1,42,0.3787942485278708,0.4760738228939731,0.09727957436610225,0.3772175531316779,0.4762777530893176,0.09906019995763965,0.0017806255915373964,0.157104318051616
relative_position,trim_r1_to_r2,42,0.3787942485278708,0.4760738228939731,0.09727957436610225,0.3850519220953433,0.48010693854668113,0.09505501645133793,-0.002224557914764322,0.1509400020642684
