target_mode,match_direction,n_cells,baseline_r1_to_r2_mean,baseline_r2_to_r1_mean,baseline_signed_gap,matched_r1_to_r2_mean,matched_r2_to_r1_mean,matched_signed_gap,gap_change,mean_absolute_cell_gap
relative_position,trim_r2_to_r1,42,0.3787942485278708,0.4760738228939731,0.09727957436610225,0.3787942485278708,0.4760738228939731,0.09727957436610224,-1.3877787807814457e-17,0.15532369246007857
relative_position,trim_r1_to_r2,42,0.3787942485278708,0.4760738228939731,0.09727957436610225,0.3781640221291682,0.47567427564504394,0.09751025351587578,0.00023067914977352444,0.15339523912880632
