match_direction,score,pair_id,r1_session,r2_session,R1->R2,R2->R1,gap
trim_r1_to_r2,matched,28,TSAL20250809_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,0.3767451061638033,0.4002239035600216,0.023478797396218276
trim_r1_to_r2,matched,29,TSAL20250809_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,0.4142041246200627,0.6933638180460813,0.2791596934260186
trim_r1_to_r2,matched,30,TSAL20250809_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,0.4160977039563749,0.476202494022545,0.06010479006617009
trim_r1_to_r2,matched,31,TSAL20250810_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,0.2923954958840934,0.5051796940403304,0.21278419815623695
trim_r1_to_r2,matched,32,TSAL20250810_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,0.4736041079224931,0.6378795931249872,0.16427548520249413
trim_r1_to_r2,matched,33,TSAL20250810_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,0.4074704776215795,0.3915347103639822,-0.015935767257597322
trim_r1_to_r2,matched,34,TSAL20250811_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,0.4842069184943408,0.572986142989006,0.08877922449466519
trim_r1_to_r2,matched,35,TSAL20250811_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,0.3173987482468914,0.3878572708222896,0.0704585225753982
trim_r1_to_r2,matched,36,TSAL20250811_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,0.5559034613029286,0.393255618234805,-0.16264784306812358
trim_r1_to_r2,matched,37,TSAL20250812_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,0.4866335483841918,0.4897670112048637,0.003133462820671895
trim_r1_to_r2,matched,38,TSAL20250812_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,0.3831458129686703,0.576555652103907,0.19340983913523674
trim_r1_to_r2,matched,39,TSAL20250812_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,0.4921715057673056,0.242043872565884,-0.2501276332014216
trim_r1_to_r2,matched,40,TSAL20250813_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,0.4442348886347542,0.5201304820173397,0.0758955933825855
trim_r1_to_r2,matched,41,TSAL20250813_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,0.4922166859111386,0.5052481534154207,0.013031467504282135
trim_r1_to_r2,matched,42,TSAL20250813_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,0.4482569277669474,0.212969850086503,-0.23528707768044443
